Team1,Team2,Win,Year,WP1,WP2,PPG1,PPG2,3PPer1,3PPer2,FGPer1,FGPer2,FTPer1,FTPer2,FGPG1,FGPG2,3PPG1,3PPG2,FTPG1,FTPG2,ORPG1,ORPG2,DRPG1,DRPG2,APG1,APG2,TPG1,TPG2,SPG1,SPG2,BPG1,BPG2,PFPG1,PFPG2
1166,1426,1,2003,0.878787879,0.518518519,0.878787879,79.24242424,0.389053254,0.258555133,0.499472574,0.43924581,0.692889561,0.674676525,28.6969697,23.2962963,7.96969697,2.518518519,13.87878788,13.51851852,10.87878788,12.62962963,23.18181818,23.77777778,16.81818182,13.66666667,13.36363636,15.51851852,8.393939394,6.111111111,4.454545455,2.962962963,17.27272727,16.55555556
1106,1202,0,2003,0.464285714,0.392857143,0.464285714,63.60714286,0.346153846,0.32776618,0.42377261,0.417091837,0.646420824,0.690909091,23.42857143,23.35714286,6.107142857,5.607142857,10.64285714,12.21428571,12.28571429,12.67857143,23.85714286,22.89285714,11.67857143,12.71428571,17.03571429,14.82142857,8.357142857,6.928571429,3.142857143,2.892857143,18.17857143,17.46428571
1135,1237,0,2003,0.607142857,0.59375,0.607142857,73.96428571,0.370221328,0.349579832,0.461486486,0.453070684,0.744285714,0.701657459,24.39285714,24.4375,6.571428571,6.5,18.60714286,15.875,9.535714286,11.6875,23.35714286,20.90625,14.57142857,13.375,15.67857143,15.90625,7.642857143,8.1875,3.678571429,1.8125,17.60714286,19.34375
1125,1323,0,2003,0.571428571,0.709677419,0.571428571,72.46428571,0.367576244,0.380740741,0.465753425,0.448697501,0.701886792,0.759887006,25.5,27.22580645,8.178571429,8.290322581,13.28571429,17.35483871,10.53571429,11.38709677,23.64285714,26.87096774,16.89285714,16.90322581,16.92857143,12.77419355,9.071428571,7.451612903,1.714285714,5.64516129,18.35714286,16.22580645
1125,1135,1,2003,0.571428571,0.607142857,0.571428571,72.46428571,0.367576244,0.370221328,0.465753425,0.461486486,0.701886792,0.744285714,25.5,24.39285714,8.178571429,6.571428571,13.28571429,18.60714286,10.53571429,9.535714286,23.64285714,23.35714286,16.89285714,14.57142857,16.92857143,15.67857143,9.071428571,7.642857143,1.714285714,3.678571429,18.35714286,17.60714286
1156,1236,1,2003,0.266666667,0.310344828,0.266666667,65.63333333,0.371069182,0.334453782,0.446103896,0.425879397,0.659305994,0.700996678,22.9,23.37931034,5.9,6.862068966,13.93333333,14.55172414,10.43333333,9.172413793,21,23.27586207,13.53333333,13.55172414,17.23333333,15.86206897,7.066666667,8,4.433333333,3.034482759,19.46666667,19.55172414
1161,1194,1,2003,0.566666667,0.222222222,0.566666667,74,0.363112392,0.335249042,0.50671785,0.392712551,0.700549451,0.668008048,26.4,25.14814815,4.2,6.481481481,17,12.2962963,10.8,14.37037037,23.46666667,21.55555556,15.5,12.22222222,16.13333333,16.62962963,5.333333333,9.074074074,4.233333333,3.481481481,20.56666667,23.33333333
1166,1202,1,2003,0.878787879,0.392857143,0.878787879,79.24242424,0.389053254,0.32776618,0.499472574,0.417091837,0.692889561,0.690909091,28.6969697,23.35714286,7.96969697,5.607142857,13.87878788,12.21428571,10.87878788,12.67857143,23.18181818,22.89285714,16.81818182,12.71428571,13.36363636,14.82142857,8.393939394,6.928571429,4.454545455,2.892857143,17.27272727,17.46428571
1129,1183,0,2003,0.428571429,0.464285714,0.428571429,65.89285714,0.297741273,0.378757515,0.410680229,0.444893249,0.697435897,0.764184397,23.07142857,27.53571429,5.178571429,6.75,14.57142857,15.39285714,11.17857143,12.10714286,21.92857143,22.85714286,11.64285714,16.14285714,14.39285714,12.96428571,6.642857143,6.392857143,3.821428571,2.035714286,19.5,19.64285714
1314,1336,1,2003,0.53125,0.25,0.53125,71.15625,0.347184987,0.328244275,0.428042328,0.400881057,0.662251656,0.735632184,25.28125,22.75,8.09375,6.142857143,12.5,11.42857143,11.875,11.53571429,23.0625,20.25,15.3125,11.42857143,15,15.89285714,8.15625,5.892857143,4.6875,3.821428571,17.25,20.39285714
1237,1323,0,2003,0.59375,0.709677419,0.59375,71.25,0.349579832,0.380740741,0.453070684,0.448697501,0.701657459,0.759887006,24.4375,27.22580645,6.5,8.290322581,15.875,17.35483871,11.6875,11.38709677,20.90625,26.87096774,13.375,16.90322581,15.90625,12.77419355,8.1875,7.451612903,1.8125,5.64516129,19.34375,16.22580645
1162,1353,0,2003,0.074074074,0.428571429,0.074074074,49.62962963,0.302895323,0.33273703,0.372756933,0.395076202,0.671296296,0.656934307,16.92592593,24.07142857,5.037037037,6.642857143,10.74074074,12.85714286,9.444444444,13.89285714,21.62962963,22.35714286,9.703703704,12.5,17.07407407,13.64285714,5.185185185,9.214285714,3.444444444,5.25,18.25925926,20.96428571
1131,1390,0,2003,0.666666667,0.741935484,0.666666667,68.1,0.339655172,0.357737105,0.43047966,0.441912173,0.743055556,0.675465839,23.63333333,25.64516129,6.566666667,6.935483871,14.26666667,14.03225806,11,13.74193548,24.4,25.12903226,13.56666667,14.64516129,13.36666667,14.32258065,5.7,5.516129032,3.466666667,3.35483871,20.16666667,18.51612903
1106,1426,0,2003,0.464285714,0.518518519,0.464285714,63.60714286,0.346153846,0.258555133,0.42377261,0.43924581,0.646420824,0.674676525,23.42857143,23.2962963,6.107142857,2.518518519,10.64285714,13.51851852,12.28571429,12.62962963,23.85714286,23.77777778,11.67857143,13.66666667,17.03571429,15.51851852,8.357142857,6.111111111,3.142857143,2.962962963,18.17857143,16.55555556
1389,1462,0,2003,0.344827586,0.833333333,0.344827586,73.51724138,0.337860781,0.362101313,0.419753086,0.452702703,0.709615385,0.746922025,26.96551724,26.8,6.862068966,6.433333333,12.72413793,18.2,14.31034483,13.93333333,21.4137931,25.5,12.82758621,16.4,14.93103448,13.03333333,8.103448276,5.466666667,3.827586207,3.033333333,22.10344828,15.76666667
1156,1161,0,2003,0.266666667,0.566666667,0.266666667,65.63333333,0.371069182,0.363112392,0.446103896,0.50671785,0.659305994,0.700549451,22.9,26.4,5.9,4.2,13.93333333,17,10.43333333,10.8,21,23.46666667,13.53333333,15.5,17.23333333,16.13333333,7.066666667,5.333333333,4.433333333,4.233333333,19.46666667,20.56666667
1194,1236,1,2003,0.222222222,0.310344828,0.222222222,69.07407407,0.335249042,0.334453782,0.392712551,0.425879397,0.668008048,0.700996678,25.14814815,23.37931034,6.481481481,6.862068966,12.2962963,14.55172414,14.37037037,9.172413793,21.55555556,23.27586207,12.22222222,13.55172414,16.62962963,15.86206897,9.074074074,8,3.481481481,3.034482759,23.33333333,19.55172414
1196,1256,1,2003,0.774193548,0.4,0.774193548,75.90322581,0.39212828,0.337988827,0.476598174,0.422005571,0.70528109,0.694915254,26.93548387,24.24,8.677419355,4.84,13.35483871,14.76,10.80645161,12.48,24.25806452,24,16.41935484,11.16,13.38709677,14.08,7.774193548,5.4,4.096774194,3.2,16.90322581,20.24
1221,1242,0,2003,0.862068966,0.766666667,0.862068966,69.34482759,0.359813084,0.339622642,0.45912361,0.485286249,0.705607477,0.665745856,24.20689655,30.23333333,5.310344828,4.8,15.62068966,16.06666667,12.06896552,14.3,24.31034483,26.9,15.4137931,16.73333333,13.93103448,14.9,7.965517241,10.13333333,4.482758621,4.9,18.37931034,16.7
1422,1447,1,2003,0.214285714,0.677419355,0.214285714,69.96428571,0.354,0.383802817,0.440483384,0.472035794,0.72,0.72909699,26.03571429,27.22580645,6.321428571,7.032258065,11.57142857,14.06451613,11.5,12,22.75,22.35483871,13.78571429,16.09677419,16.21428571,14.96774194,6.964285714,7.516129032,3.607142857,2.806451613,19.96428571,17.58064516
1314,1353,1,2003,0.53125,0.428571429,0.53125,71.15625,0.347184987,0.33273703,0.428042328,0.395076202,0.662251656,0.656934307,25.28125,24.07142857,8.09375,6.642857143,12.5,12.85714286,11.875,13.89285714,23.0625,22.35714286,15.3125,12.5,15,13.64285714,8.15625,9.214285714,4.6875,5.25,17.25,20.96428571
1390,1462,1,2003,0.741935484,0.833333333,0.741935484,72.25806452,0.357737105,0.362101313,0.441912173,0.452702703,0.675465839,0.746922025,25.64516129,26.8,6.935483871,6.433333333,14.03225806,18.2,13.74193548,13.93333333,25.12903226,25.5,14.64516129,16.4,14.32258065,13.03333333,5.516129032,5.466666667,3.35483871,3.033333333,18.51612903,15.76666667
1183,1196,0,2003,0.464285714,0.774193548,0.464285714,77.21428571,0.378757515,0.39212828,0.444893249,0.476598174,0.764184397,0.70528109,27.53571429,26.93548387,6.75,8.677419355,15.39285714,13.35483871,12.10714286,10.80645161,22.85714286,24.25806452,16.14285714,16.41935484,12.96428571,13.38709677,6.392857143,7.774193548,2.035714286,4.096774194,19.64285714,16.90322581
1147,1304,0,2003,0.416666667,0.379310345,0.416666667,72.625,0.319018405,0.274226804,0.452788104,0.398681055,0.769652651,0.647160069,25.375,22.93103448,4.333333333,4.586206897,17.54166667,12.96551724,11.04166667,12.20689655,18.5,26.03448276,12.04166667,11.20689655,16.08333333,14.37931034,8.125,6.275862069,3.708333333,3.206896552,20.41666667,18.34482759
1104,1106,1,2003,0.607142857,0.464285714,0.607142857,69.28571429,0.320143885,0.346153846,0.420362274,0.42377261,0.709897611,0.646420824,24.03571429,23.42857143,6.357142857,6.107142857,14.85714286,10.64285714,13.57142857,12.28571429,23.92857143,23.85714286,12.10714286,11.67857143,13.28571429,17.03571429,6.607142857,8.357142857,3.785714286,3.142857143,18.03571429,18.17857143
1113,1287,1,2003,0.620689655,0.653846154,0.620689655,75.96551724,0.317808219,0.381995134,0.478181818,0.495663776,0.669736842,0.757142857,27.20689655,28.57692308,4,6.038461538,17.55172414,16.30769231,13.68965517,11.53846154,23.31034483,21.88461538,15.55172414,14.61538462,14,13.96153846,5.206896552,7.423076923,4.24137931,2.269230769,19.4137931,17.34615385
1116,1238,1,2003,0.321428571,0.357142857,0.321428571,61.64285714,0.310218978,0.327927928,0.392673522,0.412307692,0.609489051,0.683890578,21.82142857,23.92857143,6.071428571,6.5,11.92857143,16.07142857,14.53571429,10.17857143,23.42857143,23.46428571,9.821428571,13.10714286,16.67857143,16.10714286,6.464285714,9.892857143,3.535714286,2.535714286,20.92857143,22.21428571
1117,1369,1,2003,0.423076923,0.321428571,0.423076923,71.11538462,0.371171171,0.404471545,0.433192686,0.45465995,0.737881508,0.728850325,23.69230769,25.78571429,7.923076923,7.107142857,15.80769231,12,10.96153846,9.714285714,20.38461538,21.85714286,11.92307692,17.53571429,13.26923077,13.46428571,7.153846154,5.285714286,1.653846154,2,21.42307692,17.60714286
1120,1459,1,2003,0.633333333,0.4,0.633333333,70.1,0.344897959,0.35335689,0.469835466,0.443779108,0.662162162,0.683035714,25.7,26.68,5.633333333,8,13.06666667,12.24,11.93333333,11.96,22.56666667,22,13.4,14.92,15.9,14.4,8.033333333,7.16,4.966666667,3.16,16.36666667,18.16
1122,1272,1,2003,0.740740741,0.793103448,0.740740741,69.7037037,0.349137931,0.348797251,0.452347084,0.437931034,0.691358025,0.653614458,23.55555556,26.27586207,6,7,16.59259259,14.96551724,10.62962963,14.06896552,24.22222222,25.96551724,13.40740741,16.62068966,15.22222222,13.79310345,7.037037037,7.379310345,4.666666667,5.068965517,18.66666667,18.75862069
1123,1240,1,2003,0.433333333,0.655172414,0.433333333,73.3,0.322,0.37437604,0.428886439,0.452563347,0.725903614,0.677577741,25.93333333,26.48275862,5.366666667,7.75862069,16.06666667,14.27586207,13.16666667,12.48275862,21.73333333,21.31034483,10.5,15.20689655,12.83333333,14.82758621,5.2,9.551724138,2.2,2.620689655,22.86666667,21.20689655
1133,1337,1,2003,0.379310345,0.535714286,0.379310345,72.31034483,0.359223301,0.387323944,0.436396835,0.46260069,0.703976436,0.723865878,24.72413793,28.71428571,6.379310345,7.857142857,16.48275862,13.10714286,11,10.85714286,23.24137931,22.64285714,12.55172414,13.5,14.17241379,13,7.448275862,6.821428571,1.689655172,3.107142857,20.34482759,18.57142857
1139,1236,1,2003,0.827586207,0.310344828,0.827586207,68.5862069,0.388012618,0.334453782,0.475153165,0.425879397,0.722916667,0.700996678,24.06896552,23.37931034,8.482758621,6.862068966,11.96551724,14.55172414,7.827586207,9.172413793,20.37931034,23.27586207,12.96551724,13.55172414,10.4137931,15.86206897,6.344827586,8,1.862068966,3.034482759,16.06896552,19.55172414
1140,1405,1,2003,0.741935484,0.448275862,0.741935484,72.4516129,0.384,0.3875,0.468848332,0.449842271,0.753004005,0.664206642,24.03225806,24.5862069,6.193548387,8.551724138,18.19354839,12.4137931,10.87096774,11.03448276,24.41935484,21.4137931,13.41935484,13.17241379,13.74193548,16.06896552,6.935483871,7.310344828,2.516129032,2.896551724,21.41935484,20.20689655
1141,1206,1,2003,0.793103448,0.571428571,0.793103448,79.34482759,0.380769231,0.304136253,0.505235602,0.423076923,0.765753425,0.678756477,26.62068966,22.78571429,6.827586207,4.464285714,19.27586207,14.03571429,10.5862069,12.92857143,23.27586207,23.46428571,15.62068966,11.71428571,18.24137931,15.67857143,7.103448276,7.607142857,4,2.214285714,20.96551724,16.92857143
1148,1389,1,2003,0.535714286,0.344827586,0.535714286,67.53571429,0.37593985,0.337860781,0.462474645,0.419753086,0.74749499,0.709615385,24.42857143,26.96551724,5.357142857,6.862068966,13.32142857,12.72413793,11.5,14.31034483,21.89285714,21.4137931,11.46428571,12.82758621,15.46428571,14.93103448,5.785714286,8.103448276,1.642857143,3.827586207,15.53571429,22.10344828
1150,1253,1,2003,0.448275862,0.153846154,0.448275862,68.44827586,0.332853026,0.326086957,0.396215596,0.429899303,0.633730835,0.708494208,23.82758621,21.34615385,7.965517241,5.769230769,12.82758621,14.11538462,14.65517241,9.730769231,23.27586207,20.34615385,14.51724138,11.76923077,13.72413793,17.11538462,8.482758621,4.5,2.034482759,2.615384615,18.34482759,19.42307692
1151,1359,1,2003,0.678571429,0.444444444,0.678571429,79.82142857,0.368606702,0.369863014,0.478855721,0.469047619,0.759375,0.725848564,27.5,21.88888889,7.464285714,9,17.35714286,10.2962963,12.60714286,6.074074074,23.07142857,23.40740741,16.17857143,15.81481481,16.46428571,14.92592593,7.142857143,4.666666667,3.178571429,1.481481481,18.57142857,17.62962963
1157,1441,1,2003,0.423076923,0.25,0.423076923,67.26923077,0.368674699,0.340956341,0.434569629,0.420289855,0.732919255,0.754880694,23.88461538,24.16666667,5.884615385,6.833333333,13.61538462,14.5,13.34615385,11.29166667,22.11538462,21.20833333,12.23076923,12.375,16.84615385,15.625,6.230769231,6.291666667,1.576923077,3.833333333,21.19230769,19.75
1149,1158,0,2003,0.461538462,0.75862069,0.461538462,64.69230769,0.278551532,0.390787519,0.442039106,0.436125966,0.745283019,0.685121107,24.34615385,25.31034483,3.846153846,9.068965517,12.15384615,13.65517241,10.76923077,10.89655172,21.26923077,23.93103448,12.46153846,14.44827586,14.65384615,14.06896552,9.769230769,7.344827586,3.192307692,4.379310345,19.23076923,18.93103448
1142,1160,0,2003,0.517241379,0.64516129,0.517241379,67.51724138,0.317406143,0.325581395,0.424581006,0.443450815,0.716312057,0.675202156,23.5862069,27.19354839,6.413793103,4.967741935,13.93103448,16.16129032,11.51724138,14.48387097,23.37931034,27.96774194,12.44827586,13.38709677,15.82758621,14,6.965517241,6.129032258,3.827586207,6.64516129,19.44827586,17.70967742
1138,1165,0,2003,0.178571429,0.307692308,0.178571429,64.82142857,0.292069632,0.335403727,0.401972873,0.424961715,0.671641791,0.636971047,23.28571429,21.34615385,5.392857143,6.230769231,12.85714286,11,13.57142857,9.307692308,22.64285714,22.15384615,12.64285714,12.92307692,14.5,15.46153846,6.428571429,7.307692308,2.071428571,2.115384615,22.71428571,18.34615385
1179,1194,1,2003,0.285714286,0.222222222,0.285714286,63.75,0.344594595,0.335249042,0.449115044,0.392712551,0.731448763,0.668008048,21.75,25.14814815,5.464285714,6.481481481,14.78571429,12.2962963,8.25,14.37037037,22.39285714,21.55555556,12.78571429,12.22222222,14.39285714,16.62962963,3.892857143,9.074074074,1.607142857,3.481481481,17.17857143,23.33333333
1187,1292,1,2003,0.4,0.5,0.4,63,0.269035533,0.362725451,0.404558405,0.460455764,0.690871369,0.680608365,22.72,24.53571429,4.24,6.464285714,13.32,12.78571429,12.84,10.46428571,24.76,24.67857143,11.92,11.78571429,12.8,16.14285714,4.76,5.357142857,3.64,2.357142857,17.32,20.39285714
1191,1227,1,2003,0.428571429,0.724137931,0.428571429,70,0.391408115,0.412416851,0.483405483,0.476696165,0.7296,0.59752322,23.92857143,27.86206897,5.857142857,6.413793103,16.28571429,13.31034483,8.785714286,13.51724138,23.07142857,24.34482759,15.75,16.44827586,15.92857143,12.51724138,5.392857143,6.172413793,3.392857143,3.310344828,19.89285714,19.44827586
1200,1456,1,2003,0.071428571,0.428571429,0.071428571,64.64285714,0.333913043,0.322820037,0.41221374,0.418300654,0.618042226,0.69416499,23.14285714,22.85714286,6.857142857,6.214285714,11.5,12.32142857,11.46428571,11.21428571,22.35714286,24.25,12.10714286,13.46428571,17.46428571,12.5,7.428571429,5.678571429,3.285714286,2.535714286,21.10714286,16.10714286
1207,1212,1,2003,0.517241379,0.357142857,0.517241379,76.31034483,0.327710843,0.341846758,0.429854097,0.422768879,0.733512786,0.698969072,26.4137931,26.39285714,4.689655172,6.214285714,18.79310345,12.10714286,14.03448276,10.96428571,25.51724138,25.5,15.51724138,13.32142857,15.93103448,16.25,9.482758621,5.464285714,6.310344828,3.964285714,22.20689655,19.67857143
1211,1220,1,2003,0.741935484,0.275862069,0.741935484,77.06451613,0.375634518,0.32195122,0.470040721,0.406830437,0.721204188,0.588349515,26.06451613,23.4137931,7.161290323,6.827586207,17.77419355,10.44827586,11.93548387,15,25.32258065,25.62068966,15.74193548,13.06896552,14.5483871,18.48275862,6.806451613,5.24137931,3.516129032,2.931034483,18.64516129,20.13793103
1193,1217,0,2003,0.633333333,0.423076923,0.633333333,70.63333333,0.330749354,0.36996337,0.443419434,0.427554981,0.722368421,0.67826087,24.03333333,25.42307692,4.266666667,7.769230769,18.3,12,11.8,12.92307692,25.6,24.80769231,12.83333333,15.42307692,17.13333333,16.92307692,7.6,7.461538462,5.333333333,2.384615385,20.3,20.38461538
1114,1218,0,2003,0.571428571,0.620689655,0.571428571,70.03571429,0.37109375,0.349315068,0.448322148,0.454145729,0.692675159,0.687096774,23.85714286,24.93103448,6.785714286,5.275862069,15.53571429,14.68965517,10.53571429,11.48275862,22.85714286,22.48275862,11.5,16.24137931,15.96428571,14.72413793,6.607142857,6.793103448,2.357142857,3.103448276,20.5,17.86206897
1219,1319,1,2003,0.259259259,0.5,0.259259259,68.51851852,0.333333333,0.386861314,0.443712969,0.454915254,0.64845173,0.640495868,24.96296296,25.80769231,5.407407407,8.153846154,13.18518519,11.92307692,11.96296296,10.46153846,21.48148148,24.92307692,11.88888889,14.96153846,16.18518519,16.57692308,7.407407407,5.076923077,2,2.961538462,18.25925926,19.80769231
1232,1464,1,2003,0.225806452,0.259259259,0.225806452,56.41935484,0.34562212,0.360501567,0.393643032,0.404941661,0.685022026,0.655172414,20.77419355,21.85185185,4.838709677,4.259259259,10.03225806,13.37037037,9.935483871,13.22222222,20.83870968,21.62962963,12.29032258,12.07407407,13.32258065,16.18518519,6.516129032,6.111111111,2.774193548,2.888888889,18.38709677,22.03703704
1202,1241,0,2003,0.392857143,0.413793103,0.392857143,64.53571429,0.32776618,0.330909091,0.417091837,0.429012346,0.690909091,0.671052632,23.35714286,23.96551724,5.607142857,6.275862069,12.21428571,12.31034483,12.67857143,11.44827586,22.89285714,23.03448276,12.71428571,12.75862069,14.82142857,15,6.928571429,5.896551724,2.892857143,5.103448276,17.46428571,19.96551724
1242,1422,1,2003,0.766666667,0.214285714,0.766666667,81.33333333,0.339622642,0.354,0.485286249,0.440483384,0.665745856,0.72,30.23333333,26.03571429,4.8,6.321428571,16.06666667,11.57142857,14.3,11.5,26.9,22.75,16.73333333,13.78571429,14.9,16.21428571,10.13333333,6.964285714,4.9,3.607142857,16.7,19.96428571
1174,1247,0,2003,0.517241379,0.413793103,0.517241379,68.62068966,0.337792642,0.332123412,0.408376963,0.396969697,0.705882353,0.730538922,24.20689655,22.5862069,6.965517241,6.310344828,13.24137931,16.82758621,11.03448276,13.03448276,24.37931034,22.5862069,14.03448276,11.4137931,13.4137931,14.34482759,7.965517241,6.344827586,3.724137931,2.068965517,19.10344828,21.10344828
1171,1250,0,2003,0.269230769,0.538461538,0.269230769,59.23076923,0.357504216,0.350383632,0.413043478,0.428466077,0.704,0.729292929,20.46153846,22.34615385,8.153846154,5.269230769,10.15384615,13.88461538,6.769230769,10.19230769,21.34615385,24.07692308,13.53846154,12,12.42307692,14.07692308,6.076923077,7.076923077,2.384615385,3.038461538,18.57692308,18.84615385
1258,1260,1,2003,0.366666667,0.483870968,0.366666667,70.36666667,0.306329114,0.306853583,0.42773208,0.420215495,0.709163347,0.726993865,24.26666667,26.41935484,4.033333333,6.35483871,17.8,15.29032258,11.96666667,14.74193548,21.8,23.58064516,14.36666667,11.83870968,16.06666667,14,7.833333333,7.258064516,4.1,4,22.3,20.74193548
1261,1311,1,2003,0.677419355,0.074074074,0.677419355,73.22580645,0.383486239,0.337292162,0.486818981,0.381489842,0.647727273,0.665116279,26.80645161,18.77777778,6.741935484,5.259259259,12.87096774,10.59259259,10.61290323,10.22222222,24.51612903,20.33333333,16.38709677,9.666666667,13.87096774,17.85185185,8,5.555555556,4.161290323,0.814814815,16.35483871,19.11111111
1159,1265,0,2003,0.461538462,0.448275862,0.461538462,65.88461538,0.35257732,0.368852459,0.433537832,0.408984831,0.68877551,0.778169014,24.46153846,24.17241379,6.576923077,7.75862069,10.38461538,15.24137931,10.57692308,10.96551724,21.88461538,23.72413793,13.96153846,13.86206897,14.30769231,13.44827586,6.884615385,6.862068966,1.692307692,3.551724138,19.15384615,16.82758621
1164,1266,0,2003,0.392857143,0.821428571,0.392857143,58.03571429,0.392405063,0.379391101,0.437037037,0.483809524,0.731207289,0.770045386,21.07142857,27.21428571,4.428571429,5.785714286,11.46428571,18.17857143,9.25,13.10714286,19.42857143,24.07142857,9.214285714,16.32142857,14.85714286,13.57142857,7.321428571,6,2.071428571,3.642857143,15.71428571,18.64285714
1267,1310,1,2003,0.464285714,0.586206897,0.464285714,71.92857143,0.362139918,0.328828829,0.468413978,0.463235294,0.773519164,0.685210312,24.89285714,26.06896552,6.285714286,5.034482759,15.85714286,17.4137931,8.392857143,13.5862069,23.67857143,22.89655172,13.78571429,14.24137931,14.39285714,14.5862069,6.035714286,7.586206897,3.678571429,3.24137931,19.35714286,17.51724138
1277,1421,1,2003,0.612903226,0.448275862,0.612903226,67.22580645,0.36626506,0.360153257,0.450757576,0.429265331,0.734693878,0.76276771,23.03225806,24.37931034,4.903225806,6.482758621,16.25806452,15.96551724,10.67741935,12.27586207,24.25806452,23.17241379,13.61290323,13.03448276,14.5483871,16.20689655,6.387096774,7.068965517,3.709677419,3,20.03225806,19.10344828
1110,1281,0,2003,0.533333333,0.677419355,0.533333333,66.36666667,0.378962536,0.356923077,0.432752179,0.441961853,0.681451613,0.658969805,23.16666667,26.16129032,8.766666667,7.483870968,11.26666667,11.96774194,10,13.48387097,23.13333333,25.90322581,14.23333333,13.74193548,13.16666667,13.61290323,6.4,5.709677419,1.733333333,4.322580645,18.13333333,16.87096774
1298,1416,1,2003,0.269230769,0.64516129,0.269230769,59.80769231,0.32967033,0.357142857,0.411854103,0.451612903,0.655102041,0.734299517,20.84615385,25.29032258,5.769230769,6.451612903,12.34615385,14.70967742,10.65384615,12.22580645,21.69230769,24.03225806,12.34615385,14.09677419,17.23076923,15.41935484,7.038461538,8.129032258,2.538461538,3.064516129,19.88461538,18.77419355
