ID,Pred
2014_1110_1314,0.2172003984451294
2014_1110_1326,0.2244858741760254
2014_1110_1328,0.24223385751247406
2014_1110_1329,0.31809303164482117
2014_1110_1332,0.2695000469684601
2014_1110_1338,0.22499535977840424
2014_1110_1344,0.32540327310562134
2014_1110_1361,0.11039093136787415
2014_1110_1372,0.13679549098014832
2014_1110_1386,0.2711714804172516
2014_1110_1387,0.17908062040805817
2014_1110_1390,0.3741016387939453
2014_1110_1393,0.10069780051708221
2014_1110_1397,0.35165488719940186
2014_1110_1400,0.24648447334766388
2014_1110_1409,0.4210820198059082
2014_1110_1411,0.5616989135742188
2014_1110_1417,0.16961130499839783
2014_1110_1418,0.46888867020606995
2014_1110_1433,0.21506981551647186
2014_1110_1437,0.10240744799375534
2014_1110_1438,0.11078210175037384
2014_1110_1444,0.41152048110961914
2014_1110_1451,0.49644166231155396
2014_1110_1454,0.5666120052337646
2014_1110_1455,0.04576786980032921
2014_1110_1458,0.12849949300289154
2014_1110_1459,0.5464376211166382
2014_1110_1462,0.4144628047943115
2014_1112_1113,0.8480597734451294
2014_1112_1124,0.7826560735702515
2014_1112_1140,0.8435928225517273
2014_1112_1142,0.9720357060432434
2014_1112_1153,0.6486620306968689
2014_1112_1157,0.9449300765991211
2014_1112_1160,0.8553650975227356
2014_1112_1163,0.7324859499931335
2014_1112_1166,0.6761613488197327
2014_1112_1173,0.8611418008804321
2014_1112_1174,0.8347082138061523
2014_1112_1181,0.6845476031303406
2014_1112_1184,0.8893372416496277
2014_1112_1196,0.4920811653137207
2014_1112_1203,0.791242241859436
2014_1112_1211,0.6964215636253357
2014_1112_1217,0.6897230744361877
2014_1112_1234,0.8426005840301514
2014_1112_1235,0.6641638875007629
2014_1112_1242,0.7029394507408142
2014_1112_1243,0.8805069923400879
2014_1112_1246,0.7723165154457092
2014_1112_1257,0.5678545236587524
2014_1112_1264,0.8037471771240234
2014_1112_1269,0.760537326335907
2014_1112_1272,0.8018397688865662
2014_1112_1273,0.8329048752784729
2014_1112_1276,0.6946345567703247
2014_1112_1277,0.683275580406189
2014_1112_1291,0.9598371386528015
2014_1112_1295,0.7665594220161438
2014_1112_1300,0.7479091882705688
2014_1112_1301,0.8890016674995422
2014_1112_1304,0.9070098996162415
2014_1112_1307,0.6346889734268188
2014_1112_1308,0.7987937927246094
2014_1112_1314,0.7577683925628662
2014_1112_1326,0.7654556035995483
2014_1112_1328,0.782801628112793
2014_1112_1329,0.8402366638183594
2014_1112_1332,0.8061802387237549
2014_1112_1338,0.7659801840782166
2014_1112_1344,0.844682514667511
2014_1112_1361,0.5831664800643921
2014_1112_1372,0.6411536335945129
2014_1112_1386,0.8075008392333984
2014_1112_1387,0.7109394073486328
2014_1112_1390,0.8707807660102844
2014_1112_1393,0.5579989552497864
2014_1112_1397,0.8594545125961304
2014_1112_1400,0.7866901755332947
2014_1112_1409,0.8913113474845886
2014_1112_1411,0.935269296169281
2014_1112_1417,0.697232723236084
2014_1112_1418,0.9087057113647461
2014_1112_1433,0.755452573299408
2014_1112_1437,0.5626152753829956
2014_1112_1438,0.5841328501701355
2014_1112_1444,0.8874401450157166
2014_1112_1451,0.9174584746360779
2014_1112_1454,0.9364685416221619
2014_1112_1455,0.3509683609008789
2014_1112_1458,0.6243957281112671
2014_1112_1459,0.9314274787902832
2014_1112_1462,0.8886467814445496
2014_1113_1124,0.38642647862434387
2014_1113_1140,0.48541343212127686
2014_1113_1142,0.8587434887886047
2014_1113_1153,0.2440859079360962
2014_1113_1157,0.7500607967376709
2014_1113_1160,0.5084353685379028
2014_1113_1163,0.3238140046596527
2014_1113_1166,0.2674920856952667
2014_1113_1173,0.520297646522522
2014_1113_1174,0.46898967027664185
2014_1113_1181,0.2751156687736511
2014_1113_1184,0.5842923521995544
2014_1113_1196,0.14489080011844635
2014_1113_1203,0.398638516664505
2014_1113_1211,0.2863340675830841
2014_1113_1217,0.27994269132614136
2014_1113_1234,0.4835399091243744
2014_1113_1235,0.25699132680892944
2014_1113_1242,0.2927146255970001
2014_1113_1243,0.5630793571472168
2014_1113_1246,0.3723536431789398
2014_1113_1257,0.1868714839220047
2014_1113_1264,0.4173431098461151
2014_1113_1269,0.3571068346500397
2014_1113_1272,0.4144163727760315
2014_1113_1273,0.4657500982284546
2014_1113_1276,0.2846128046512604
2014_1113_1277,0.2739437222480774
2014_1113_1291,0.8069400191307068
2014_1113_1295,0.3648010790348053
2014_1113_1300,0.3416210114955902
2014_1113_1301,0.5834647417068481
2014_1113_1304,0.630436360836029
2014_1113_1307,0.23304712772369385
2014_1113_1308,0.4097985625267029
2014_1113_1314,0.35363760590553284
2014_1113_1326,0.363375186920166
2014_1113_1328,0.3866293728351593
2014_1113_1329,0.4791169762611389
2014_1113_1332,0.4211164116859436
2014_1113_1338,0.36405184864997864
2014_1113_1344,0.48748233914375305
2014_1113_1361,0.1965836137533188
2014_1113_1372,0.238086998462677
2014_1113_1386,0.4231834411621094
2014_1113_1387,0.30077293515205383
2014_1113_1390,0.5409848690032959
2014_1113_1393,0.18086083233356476
2014_1113_1397,0.5167926549911499
2014_1113_1400,0.3921027183532715
2014_1113_1409,0.5891942381858826
2014_1113_1411,0.7164720296859741
2014_1113_1417,0.28711941838264465
2014_1113_1418,0.6351471543312073
2014_1113_1433,0.35076838731765747
2014_1113_1437,0.18365345895290375
2014_1113_1438,0.19721250236034393
2014_1113_1444,0.5796375274658203
2014_1113_1451,0.6603232622146606
2014_1113_1454,0.7205134630203247
2014_1113_1455,0.08640386164188385
2014_1113_1458,0.2252511978149414
2014_1113_1459,0.703757643699646
2014_1113_1462,0.5825918316841125
2014_1124_1140,0.5939439535140991
2014_1124_1142,0.9040926098823547
2014_1124_1153,0.3336436450481415
2014_1124_1157,0.8231146335601807
2014_1124_1160,0.6159518957138062
2014_1124_1163,0.4261339604854584
2014_1124_1166,0.3615304231643677
2014_1124_1173,0.6271224617958069
2014_1124_1174,0.5779725313186646
2014_1124_1181,0.37047863006591797
2014_1124_1184,0.6854808926582336
2014_1124_1196,0.20807093381881714
2014_1124_1203,0.5068783760070801
2014_1124_1211,0.3835282027721405
2014_1124_1217,0.3761107325553894
2014_1124_1234,0.5921335816383362
2014_1124_1235,0.34909752011299133
2014_1124_1242,0.39088839292526245
2014_1124_1243,0.6664841175079346
2014_1124_1246,0.47914302349090576
2014_1124_1257,0.2627330720424652
2014_1124_1264,0.5262176394462585
2014_1124_1269,0.46274739503860474
2014_1124_1272,0.5232129693031311
2014_1124_1273,0.5747950077056885
2014_1124_1276,0.38153505325317383
2014_1124_1277,0.3691073954105377
2014_1124_1291,0.8663314580917358
2014_1124_1295,0.47105005383491516
2014_1124_1300,0.4458576440811157
2014_1124_1301,0.6847460269927979
2014_1124_1304,0.7256665229797363
2014_1124_1307,0.32027068734169006
2014_1124_1308,0.518456220626831
2014_1124_1314,0.4589845836162567
2014_1124_1326,0.4695158004760742
2014_1124_1328,0.49428874254226685
2014_1124_1329,0.587847888469696
2014_1124_1332,0.5300797820091248
2014_1124_1338,0.4702441990375519
2014_1124_1344,0.5959397554397583
2014_1124_1361,0.2750541865825653
2014_1124_1372,0.32639408111572266
2014_1124_1386,0.5321899652481079
2014_1124_1387,0.400120347738266
2014_1124_1390,0.6463343501091003
2014_1124_1393,0.2550477087497711
2014_1124_1397,0.6238337159156799
2014_1124_1400,0.5000436305999756
2014_1124_1409,0.6898230314254761
2014_1124_1411,0.7966821193695068
2014_1124_1417,0.38443654775619507
2014_1124_1418,0.7296838760375977
2014_1124_1433,0.45586347579956055
2014_1124_1437,0.25862419605255127
2014_1124_1438,0.2758479118347168
2014_1124_1444,0.6813411116600037
2014_1124_1451,0.750895082950592
2014_1124_1454,0.7998995184898376
2014_1124_1455,0.1278950273990631
2014_1124_1458,0.31073907017707825
2014_1124_1459,0.7864927053451538
2014_1124_1462,0.6839704513549805
2014_1140_1142,0.8627968430519104
2014_1140_1153,0.25038066506385803
2014_1140_1157,0.7563480734825134
2014_1140_1160,0.5168858170509338
2014_1140_1163,0.33126387000083923
2014_1140_1166,0.27417150139808655
2014_1140_1173,0.5287332534790039
2014_1140_1174,0.47742128372192383
2014_1140_1181,0.2819121778011322
2014_1140_1184,0.5924839377403259
2014_1140_1196,0.14913208782672882
2014_1140_1203,0.4067741930484772
2014_1140_1211,0.29329562187194824
2014_1140_1217,0.28681132197380066
2014_1140_1234,0.4919907748699188
2014_1140_1235,0.26350295543670654
2014_1140_1242,0.2997661530971527
2014_1140_1243,0.5713824033737183
2014_1140_1246,0.380292147397995
2014_1140_1257,0.19206564128398895
2014_1140_1264,0.4255903959274292
2014_1140_1269,0.36490923166275024
2014_1140_1272,0.42264777421951294
2014_1140_1273,0.47417548298835754
2014_1140_1276,0.29154959321022034
2014_1140_1277,0.28072255849838257
2014_1140_1291,0.8121547698974609
2014_1140_1295,0.3726741671562195
2014_1140_1300,0.34926894307136536
2014_1140_1301,0.591661274433136
2014_1140_1304,0.6382817029953003
2014_1140_1307,0.23914724588394165
2014_1140_1308,0.4180036783218384
2014_1140_1314,0.3614068627357483
2014_1140_1326,0.3712354600429535
2014_1140_1328,0.39468085765838623
2014_1140_1329,0.48756349086761475
2014_1140_1332,0.4293833374977112
2014_1140_1338,0.371918261051178
2014_1140_1344,0.49593591690063477
2014_1140_1361,0.20198063552379608
2014_1140_1372,0.24427703022956848
2014_1140_1386,0.4314606785774231
2014_1140_1387,0.307934045791626
2014_1140_1390,0.5493717789649963
2014_1140_1393,0.18592610955238342
2014_1140_1397,0.5252336263656616
2014_1140_1400,0.40019381046295166
2014_1140_1409,0.597355842590332
2014_1140_1411,0.7232925295829773
2014_1140_1417,0.29409217834472656
2014_1140_1418,0.6429490447044373
2014_1140_1433,0.35850951075553894
2014_1140_1437,0.18877893686294556
2014_1140_1438,0.2026224285364151
2014_1140_1444,0.5878561735153198
2014_1140_1451,0.6678682565689087
2014_1140_1454,0.7272737622261047
2014_1140_1455,0.08911152184009552
2014_1140_1458,0.2312087118625641
2014_1140_1459,0.7107605338096619
2014_1140_1462,0.5907934904098511
2014_1142_1153,0.04933268204331398
2014_1142_1157,0.3253629803657532
2014_1142_1160,0.14253103733062744
2014_1142_1163,0.07146041840314865
2014_1142_1166,0.05543286353349686
2014_1142_1173,0.14843429625034332
2014_1142_1174,0.12429510802030563
2014_1142_1181,0.057487014681100845
2014_1142_1184,0.1842595636844635
2014_1142_1196,0.026508638635277748
2014_1142_1203,0.0962754487991333
2014_1142_1211,0.06057271733880043
2014_1142_1217,0.05880540609359741
2014_1142_1234,0.13078516721725464
2014_1142_1235,0.05265836417675018
2014_1142_1242,0.062362127006053925
2014_1142_1243,0.17157573997974396
2014_1142_1246,0.0870416983962059
2014_1142_1257,0.03561794012784958
2014_1142_1264,0.10322818160057068
2014_1142_1269,0.08195216208696365
2014_1142_1272,0.10211821645498276
2014_1142_1273,0.12288550287485123
2014_1142_1276,0.06009431183338165
2014_1142_1277,0.057169027626514435
2014_1142_1291,0.40181174874305725
2014_1142_1295,0.0844971239566803
2014_1142_1300,0.07696984708309174
2014_1142_1301,0.18374809622764587
2014_1142_1304,0.2151629477739334
2014_1142_1307,0.04655913636088371
2014_1142_1308,0.1003836914896965
2014_1142_1314,0.08082003891468048
2014_1142_1326,0.08402193337678909
2014_1142_1328,0.0919819101691246
2014_1142_1329,0.12878425419330597
2014_1142_1332,0.10467167943716049
2014_1142_1338,0.08424720168113708
2014_1142_1344,0.1325898915529251
2014_1142_1361,0.03783487528562546
2014_1142_1372,0.04781746119260788
2014_1142_1386,0.10546844452619553
2014_1142_1387,0.06465863436460495
2014_1142_1390,0.15924429893493652
2014_1142_1393,0.03426728397607803
2014_1142_1397,0.14666838943958282
2014_1142_1400,0.09392274171113968
2014_1142_1409,0.18731768429279327
2014_1142_1411,0.28881603479385376
2014_1142_1417,0.06079159677028656
2014_1142_1418,0.21860617399215698
2014_1142_1433,0.07989069819450378
2014_1142_1437,0.034892816096544266
2014_1142_1438,0.037979912012815475
2014_1142_1444,0.18140095472335815
2014_1142_1451,0.23804374039173126
2014_1142_1454,0.2929374873638153
2014_1142_1455,0.01497143879532814
2014_1142_1458,0.0446385033428669
2014_1142_1459,0.27629515528678894
2014_1142_1462,0.18321019411087036
2014_1153_1157,0.9007299542427063
2014_1153_1160,0.7577107548713684
2014_1153_1163,0.5914893746376038
2014_1153_1166,0.5247399210929871
2014_1153_1173,0.7663224339485168
2014_1153_1174,0.7275493144989014
2014_1153_1181,0.534346878528595
2014_1153_1184,0.8095122575759888
2014_1153_1196,0.3387601971626282
2014_1153_1203,0.667141318321228
2014_1153_1211,0.548142671585083
2014_1153_1217,0.5403319597244263
2014_1153_1234,0.7389581799507141
2014_1153_1235,0.5111880898475647
2014_1153_1242,0.5558136105537415
2014_1153_1243,0.7957749962806702
2014_1153_1246,0.6420544385910034
2014_1153_1257,0.4099811911582947
2014_1153_1264,0.6841122508049011
2014_1153_1269,0.6267925500869751
2014_1153_1272,0.6815028786659241
2014_1153_1273,0.724962055683136
2014_1153_1276,0.5460518002510071
2014_1153_1277,0.5328825116157532
2014_1153_1291,0.9266730546951294
2014_1153_1295,0.6345621347427368
2014_1153_1300,0.6107215285301208
2014_1153_1301,0.808986485004425
2014_1153_1304,0.8376048803329468
2014_1153_1307,0.4788227081298828
2014_1153_1308,0.6773514747619629
2014_1153_1314,0.6232432723045349
2014_1153_1326,0.6331327557563782
2014_1153_1328,0.6558652520179749
2014_1153_1329,0.7355262041091919
2014_1153_1332,0.6874517798423767
2014_1153_1338,0.6338117122650146
2014_1153_1344,0.7419912219047546
2014_1153_1361,0.4252249300479889
2014_1153_1372,0.4858110249042511
2014_1153_1386,0.6892696022987366
2014_1153_1387,0.5653256177902222
2014_1153_1390,0.7808682322502136
2014_1153_1393,0.4003273546695709
2014_1153_1397,0.7637988328933716
2014_1153_1400,0.6610423922538757
2014_1153_1409,0.8126101493835449
2014_1153_1411,0.8842650055885315
2014_1153_1417,0.5490936040878296
2014_1153_1418,0.8403436541557312
2014_1153_1433,0.6202858090400696
2014_1153_1437,0.40483394265174866
2014_1153_1438,0.42619726061820984
2014_1153_1444,0.8065442442893982
2014_1153_1451,0.8546018004417419
2014_1153_1454,0.8862941861152649
2014_1153_1455,0.22236600518226624
2014_1153_1458,0.46782001852989197
2014_1153_1459,0.8777915835380554
2014_1153_1462,0.8084309697151184
2014_1157_1160,0.2518007457256317
2014_1157_1163,0.13481098413467407
2014_1157_1166,0.10619979351758957
2014_1157_1173,0.2608528733253479
2014_1157_1174,0.2232239991426468
2014_1157_1181,0.1099163219332695
2014_1157_1184,0.31381216645240784
2014_1157_1196,0.05225130170583725
2014_1157_1203,0.17742131650447845
2014_1157_1211,0.11547144502401352
2014_1157_1217,0.11229387670755386
2014_1157_1234,0.23350226879119873
2014_1157_1235,0.10115643590688705
2014_1157_1242,0.11867769062519073
2014_1157_1243,0.2954402267932892
2014_1157_1246,0.16179825365543365
2014_1157_1257,0.0695745050907135
2014_1157_1264,0.18900851905345917
2014_1157_1269,0.15307043492794037
2014_1157_1272,0.18716861307621002
2014_1157_1273,0.22097553312778473
2014_1157_1276,0.11461234837770462
2014_1157_1277,0.10934196412563324
2014_1157_1291,0.576268196105957
2014_1157_1295,0.15744511783123016
2014_1157_1300,0.14444464445114136
2014_1157_1301,0.3130791485309601
2014_1157_1304,0.3569363057613373
2014_1157_1307,0.08997337520122528
2014_1157_1308,0.18428614735603333
2014_1157_1314,0.15111751854419708
2014_1157_1326,0.15662986040115356
2014_1157_1328,0.17019040882587433
2014_1157_1329,0.23034638166427612
2014_1157_1332,0.19139555096626282
2014_1157_1338,0.1570165455341339
2014_1157_1344,0.23633894324302673
2014_1157_1361,0.0737433210015297
2014_1157_1372,0.09229142963886261
2014_1157_1386,0.19271039962768555
2014_1157_1387,0.1227765679359436
2014_1157_1390,0.2771851420402527
2014_1157_1393,0.06702566146850586
2014_1157_1397,0.25815504789352417
2014_1157_1400,0.17346622049808502
2014_1157_1409,0.31818175315856934
2014_1157_1411,0.4512188732624054
2014_1157_1417,0.11586426198482513
2014_1157_1418,0.3616030514240265
2014_1157_1433,0.14951127767562866
2014_1157_1437,0.06820698827505112
2014_1157_1438,0.07401541620492935
2014_1157_1444,0.30970680713653564
2014_1157_1451,0.3874506950378418
2014_1157_1454,0.4561713635921478
2014_1157_1455,0.029853876680135727
2014_1157_1458,0.08642419427633286
2014_1157_1459,0.43597349524497986
2014_1157_1462,0.3123074471950531
2014_1160_1163,0.3112502694129944
2014_1160_1166,0.25628527998924255
2014_1160_1173,0.5058131217956543
2014_1160_1174,0.4545798897743225
2014_1160_1181,0.26370447874069214
2014_1160_1184,0.5701436400413513
2014_1160_1196,0.13785384595394135
2014_1160_1203,0.3848237991333008
2014_1160_1211,0.27463382482528687
2014_1160_1217,0.2684054374694824
2014_1160_1234,0.469078004360199
2014_1160_1235,0.24607673287391663
2014_1160_1242,0.28085631132125854
2014_1160_1243,0.5487662553787231
2014_1160_1246,0.35890617966651917
2014_1160_1257,0.17822058498859406
2014_1160_1264,0.4033149480819702
2014_1160_1269,0.3439083397388458
2014_1160_1272,0.4004189968109131
2014_1160_1273,0.4513552188873291
2014_1160_1276,0.2729560136795044
2014_1160_1277,0.2625635862350464
2014_1160_1291,0.7977460622787476
2014_1160_1295,0.3514736592769623
2014_1160_1300,0.32870224118232727
2014_1160_1301,0.5693086385726929
2014_1160_1304,0.6168283224105835
2014_1160_1307,0.22284440696239471
2014_1160_1308,0.39585164189338684
2014_1160_1314,0.3404994308948517
2014_1160_1326,0.35007116198539734
2014_1160_1328,0.3729727566242218
2014_1160_1329,0.464668333530426
2014_1160_1332,0.4070499837398529
2014_1160_1338,0.35073670744895935
2014_1160_1344,0.4730105400085449
2014_1160_1361,0.18758684396743774
2014_1160_1372,0.2277291715145111
2014_1160_1386,0.4090968072414398
2014_1160_1387,0.2887214124202728
2014_1160_1390,0.5265566110610962
2014_1160_1393,0.1724291741847992
2014_1160_1397,0.5023034811019897
2014_1160_1400,0.3783720135688782
2014_1160_1409,0.5750910639762878
2014_1160_1411,0.7045472860336304
2014_1160_1417,0.27539950609207153
2014_1160_1418,0.6216084361076355
2014_1160_1433,0.33768102526664734
2014_1160_1437,0.17511947453022003
2014_1160_1438,0.18819370865821838
2014_1160_1444,0.5654482245445251
2014_1160_1451,0.647199809551239
2014_1160_1454,0.7086895704269409
2014_1160_1455,0.08193530142307281
2014_1160_1458,0.21529394388198853
2014_1160_1459,0.6915283203125
2014_1160_1462,0.5684279799461365
2014_1163_1166,0.42651471495628357
2014_1163_1173,0.6883752346038818
2014_1163_1174,0.6426990628242493
2014_1163_1181,0.43597304821014404
2014_1163_1184,0.7411046624183655
2014_1163_1196,0.25655534863471985
2014_1163_1203,0.5744810700416565
2014_1163_1211,0.4496816396713257
2014_1163_1217,0.44190192222595215
2014_1163_1234,0.6559809446334839
2014_1163_1235,0.41329365968704224
2014_1163_1242,0.45736947655677795
2014_1163_1243,0.7241153717041016
2014_1163_1246,0.5471510291099548
2014_1163_1257,0.31882667541503906
2014_1163_1264,0.5932963490486145
2014_1163_1269,0.5307998061180115
2014_1163_1272,0.5903859734535217
2014_1163_1273,0.6397051215171814
2014_1163_1276,0.4475943446159363
2014_1163_1277,0.4345267415046692
2014_1163_1291,0.8948761820793152
2014_1163_1295,0.5390982627868652
2014_1163_1300,0.5138015747070312
2014_1163_1301,0.7404506206512451
2014_1163_1304,0.7765005230903625
2014_1163_1307,0.3822791278362274
2014_1163_1308,0.5857687592506409
2014_1163_1314,0.5270264744758606
2014_1163_1326,0.5375676155090332
2014_1163_1328,0.5621263384819031
2014_1163_1329,0.6519718766212463
2014_1163_1332,0.5970304012298584
2014_1163_1338,0.5382944345474243
2014_1163_1344,0.6595339179039001
2014_1163_1361,0.3325916826725006
2014_1163_1372,0.38890978693962097
2014_1163_1386,0.5990673303604126
2014_1163_1387,0.466967910528183
2014_1163_1390,0.7059110999107361
2014_1163_1393,0.3101908564567566
2014_1163_1397,0.6853556036949158
2014_1163_1400,0.567784309387207
2014_1163_1409,0.7449646592140198
2014_1163_1411,0.8373071551322937
2014_1163_1417,0.4506321847438812
2014_1163_1418,0.7799991965293884
2014_1163_1433,0.5238906741142273
2014_1163_1437,0.31421443819999695
2014_1163_1438,0.3334750533103943
2014_1163_1444,0.7374166250228882
2014_1163_1451,0.7983533143997192
2014_1163_1454,0.8400108814239502
2014_1163_1455,0.16150705516338348
2014_1163_1458,0.37191179394721985
2014_1163_1459,0.8287160992622375
2014_1163_1462,0.7397599220275879
2014_1166_1173,0.7433266639709473
2014_1166_1174,0.7022207975387573
2014_1166_1181,0.5033188462257385
2014_1166_1184,0.7895998954772949
2014_1166_1196,0.31149211525917053
2014_1166_1203,0.6389835476875305
2014_1166_1211,0.5172032713890076
2014_1166_1217,0.509336531162262
2014_1166_1234,0.7142737507820129
2014_1166_1235,0.4801183044910431
2014_1166_1242,0.5249443054199219
2014_1166_1243,0.7748259902000427
2014_1166_1246,0.613005518913269
2014_1166_1257,0.38027721643447876
2014_1166_1264,0.6566512584686279
2014_1166_1269,0.5972819924354553
2014_1166_1272,0.6539298295974731
2014_1166_1273,0.699492335319519
2014_1166_1276,0.5150959491729736
2014_1166_1277,0.5018479228019714
2014_1166_1291,0.9177637696266174
2014_1166_1295,0.6052789688110352
2014_1166_1300,0.580790102481842
2014_1166_1301,0.7890334129333496
2014_1166_1304,0.8199760913848877
2014_1166_1307,0.44791749119758606
2014_1166_1308,0.6496037840843201
2014_1166_1314,0.5936340093612671
2014_1166_1326,0.6038066148757935
2014_1166_1328,0.6272865533828735
2014_1166_1329,0.7106443643569946
2014_1166_1332,0.6601369380950928
2014_1166_1338,0.6045059561729431
2014_1166_1344,0.7174838781356812
2014_1166_1361,0.39515620470046997
2014_1166_1372,0.45484834909439087
2014_1166_1386,0.6620354056358337
2014_1166_1387,0.5345638394355774
2014_1166_1390,0.758853554725647
2014_1166_1393,0.37088313698768616
2014_1166_1397,0.7406389117240906
2014_1166_1400,0.6326528191566467
2014_1166_1409,0.7929388284683228
2014_1166_1411,0.8709207773208618
2014_1166_1417,0.5181620717048645
2014_1166_1418,0.8229493498802185
2014_1166_1433,0.5905967354774475
2014_1166_1437,0.3752657473087311
2014_1166_1438,0.39610713720321655
2014_1166_1444,0.7864035964012146
2014_1166_1451,0.8384622931480408
2014_1166_1454,0.8731504678726196
2014_1166_1455,0.20161035656929016
2014_1166_1458,0.43702948093414307
2014_1166_1459,0.8638159036636353
2014_1166_1462,0.7884351015090942
2014_1173_1174,0.4429371654987335
2014_1173_1181,0.2546677887439728
2014_1173_1184,0.5585722327232361
2014_1173_1196,0.13235458731651306
2014_1173_1203,0.3737434148788452
2014_1173_1211,0.2653576135635376
2014_1173_1217,0.25926440954208374
2014_1173_1234,0.45737531781196594
2014_1173_1235,0.23744933307170868
2014_1173_1242,0.2714485824108124
2014_1173_1243,0.5370866656303406
2014_1173_1246,0.34814974665641785
2014_1173_1257,0.17143124341964722
2014_1173_1264,0.39204141497612
2014_1173_1269,0.33336761593818665
2014_1173_1272,0.38917356729507446
2014_1173_1273,0.43972843885421753
2014_1173_1276,0.2637158930301666
2014_1173_1277,0.2535525858402252
2014_1173_1291,0.7900453209877014
2014_1173_1295,0.3408215343952179
2014_1173_1300,0.31840139627456665
2014_1173_1301,0.5577322244644165
2014_1173_1304,0.6056443452835083
2014_1173_1307,0.21479946374893188
2014_1173_1308,0.3846522867679596
2014_1173_1314,0.33001062273979187
2014_1173_1326,0.3394392430782318
2014_1173_1328,0.3620327413082123
2014_1173_1329,0.45298177003860474
2014_1173_1332,0.3957413136959076
2014_1173_1338,0.3400951623916626
2014_1173_1344,0.461294949054718
2014_1173_1361,0.18051905930042267
2014_1173_1372,0.21955768764019012
2014_1173_1386,0.39776942133903503
2014_1173_1387,0.27915245294570923
2014_1173_1390,0.5148103833198547
2014_1173_1393,0.16581594944000244
2014_1173_1397,0.49053770303726196
2014_1173_1400,0.3673664331436157
